accountNumber,balance,betweenness,communityId,communitySize,cycleCount,fraudScore,freq,inDegree,intermediateAccount,is_suspicious,outDegree,pagerank,regularIntervalTransaction,suspicious,triangleCount,type,user
ACC004304,76229.7,0.00035124228016948384,9,1048,0,15.68,9,7,28,False,4,0.00014008465699539232,False,False,0,SAVINGS,User_4304
ACC004305,51065.38,0.00024700127833799816,3,990,0,9.65,24,7,14,False,2,0.00012179938006232054,True,False,0,BUSINESS,User_4305
ACC004306,26377.65,0.00015588047868615124,3,990,0,15.54,42,5,30,False,6,2.0730834443738075e-05,False,False,0,CURRENT,User_4306
ACC004307,17025.46,8.302555226023216e-05,5,989,0,11.08,28,8,16,False,2,7.455064087870968e-05,False,False,0,BUSINESS,User_4307
ACC004308,79761.02,0.00048533564149696014,7,1027,0,10.78,33,6,18,False,3,0.00022737783615469893,False,False,0,BUSINESS,User_4308
ACC004309,80918.87,0.00045761733618510607,5,989,1,27.17,27,8,48,False,6,0.00012898716956401745,False,False,3,SAVINGS,User_4309
ACC004310,3289.0,0.00015821916726295408,0,1045,0,10.56,15,3,18,False,6,4.6189251837449184e-05,False,False,0,SAVINGS,User_4310
ACC004311,15305.64,0.0002502165318690807,9,1048,0,6.61,3,4,12,False,3,8.076357475238441e-05,True,False,0,BUSINESS,User_4311
ACC004312,87122.89,0.0009060483559004478,8,1028,0,35.7,27,11,66,False,6,0.00010456210278597924,True,False,1,CURRENT,User_4312
ACC004313,38756.81,0.0005947679122735,8,1028,0,28.72,35,9,54,False,6,0.00015729398970358048,True,False,0,SAVINGS,User_4313
ACC004314,16108.22,8.214466617888821e-05,5,989,0,5.62,2,6,6,False,1,0.00011406827527233819,False,False,0,SAVINGS,User_4314
ACC004315,11853.05,0.0006287136544503543,3,990,0,28.7,27,8,56,False,7,0.00013349745977542357,False,False,0,SAVINGS,User_4315
ACC004316,57464.5,8.080826697719837e-05,8,1028,0,2.6,13,3,3,False,1,9.43523877390886e-05,True,False,0,BUSINESS,User_4316
ACC004317,1392.89,0.0,7,1027,0,0.03,36,2,0,False,0,2.8940007308112012e-05,True,False,0,CURRENT,User_4317
ACC004318,89122.28,0.0001000416181527164,6,1017,0,5.54,23,1,6,False,6,2.9705186194392614e-05,False,False,0,CURRENT,User_4318
ACC004319,39353.9,0.0001578694094249742,1,1054,0,13.11,48,6,24,False,4,9.478248149757026e-05,True,False,0,CURRENT,User_4319
ACC004320,76748.35,0.0008545510791886438,8,1028,0,18.32,33,6,36,False,6,0.000234061847570094,False,False,0,CURRENT,User_4320
ACC004321,33621.06,0.0003486835979551263,8,1028,0,15.63,30,7,28,False,4,9.54969865278684e-05,True,False,0,SAVINGS,User_4321
ACC004322,33363.82,0.0023451882732687247,1,1054,0,23.38,10,10,40,False,4,0.00014664592072036048,False,False,0,BUSINESS,User_4322
ACC004323,95791.65,0.0005509407848200311,6,1017,0,15.74,47,7,28,False,4,0.00018000232455414467,True,False,0,BUSINESS,User_4323
ACC004324,74220.17,0.0005398204491043406,3,990,0,13.13,46,6,24,False,4,7.258829081668632e-05,False,False,1,BUSINESS,User_4324
ACC004325,22063.8,0.0006879654783042667,5,989,0,18.18,1,4,32,False,8,0.00010710599381515445,True,False,0,CURRENT,User_4325
ACC004326,73526.18,0.00014730102881194043,9,1048,0,11.08,35,8,16,False,2,6.650553980516814e-05,False,False,2,BUSINESS,User_4326
ACC004327,50322.63,0.00023217029519822895,0,1045,0,8.56,36,3,15,False,5,3.465021096196562e-05,True,False,0,SAVINGS,User_4327
ACC004328,94789.06,0.0003053220980221951,7,1027,0,20.58,49,3,33,False,11,5.426852708434617e-05,False,False,0,BUSINESS,User_4328
ACC004329,63334.77,0.00015842178298513304,2,1008,0,15.56,50,4,28,False,7,4.8946634524936224e-05,True,False,0,SAVINGS,User_4329
ACC004330,33030.48,0.0008640851323847669,7,1027,0,8.77,13,5,15,False,3,0.0001803938143857148,False,False,0,BUSINESS,User_4330
ACC004331,34626.03,0.0018091374890595562,7,1027,0,25.87,7,11,44,False,4,0.00018820335975872342,True,False,0,SAVINGS,User_4331
ACC004332,11899.11,0.00017460682542906362,9,1048,0,7.76,4,8,8,False,1,0.0002383168196748452,True,False,0,BUSINESS,User_4332
ACC004333,55951.87,0.00010515506722631221,0,1045,0,11.16,9,8,16,False,2,0.00014873352215482468,False,False,0,CURRENT,User_4333
ACC004334,39440.14,0.000312442746863549,9,1048,0,12.61,17,7,21,False,3,7.76629611060442e-05,True,False,0,SAVINGS,User_4334
ACC004335,87585.71,0.00026131748972456093,1,1054,0,10.6,19,4,20,False,5,7.799013764361396e-05,False,False,0,CURRENT,User_4335
ACC004336,72814.64,0.00028613132724677234,4,992,0,18.15,36,8,32,False,4,0.00012292134780800628,False,False,0,CURRENT,User_4336
ACC004337,6869.21,0.00030452712437431653,2,1008,2,19.13,21,7,27,False,4,9.623800102093335e-05,False,False,0,CURRENT,User_4337
ACC004338,51368.76,0.00036568006547754446,1,1054,0,15.59,17,5,30,False,6,5.5986302178286654e-05,True,False,0,CURRENT,User_4338
ACC004339,54149.62,7.619920969699124e-05,2,1008,0,8.07,39,6,12,False,2,6.50863990464024e-05,True,False,0,BUSINESS,User_4339
ACC004340,74464.34,0.0001293091588765972,2,1008,0,12.55,8,5,25,False,5,3.32524906251331e-05,False,False,0,SAVINGS,User_4340
ACC004341,21279.05,0.0003182584539768163,9,1048,0,12.61,3,7,21,False,3,7.984374244000512e-05,False,False,0,SAVINGS,User_4341
ACC004342,20871.34,0.00817037870853537,7,1027,0,100,49,14,840,True,60,0.000252405878491351,False,True,4,SAVINGS,User_4342
ACC004343,38165.25,0.00021442670870993515,8,1028,0,2.05,44,2,4,False,2,2.5162734511991405e-05,False,False,0,CURRENT,User_4343
ACC004344,38168.63,0.0002646344541488892,5,989,0,21.58,19,6,42,False,7,4.947263953827568e-05,True,False,1,CURRENT,User_4344
ACC004345,61422.04,0.0007698451179406702,7,1027,0,15.72,11,6,30,False,5,0.00014469927874190305,True,False,0,BUSINESS,User_4345
ACC004346,28521.44,0.00035550847800749013,0,1045,0,18.71,9,10,30,False,3,0.00017289220061757026,True,False,0,BUSINESS,User_4346
ACC004347,77417.0,0.00027993040567607104,7,1027,0,12.63,2,5,25,False,5,0.0001041913274926927,True,False,0,SAVINGS,User_4347
ACC004348,49778.85,0.0006118647467303618,5,989,0,10.67,10,4,20,False,5,0.00011235434647785532,False,False,0,BUSINESS,User_4348
ACC004349,26772.63,0.001009496542799512,4,992,0,15.69,31,6,30,False,5,8.460417767810445e-05,False,False,0,BUSINESS,User_4349
ACC004350,15867.26,0.000507361412339832,6,1017,0,20.67,49,11,33,False,3,0.00012246901247946738,True,False,1,CURRENT,User_4350
ACC004351,10128.41,0.00020433142856235835,1,1054,0,8.09,13,4,16,False,4,6.757068071697959e-05,True,False,0,BUSINESS,User_4351
ACC004352,91254.14,0.0001670123979847712,1,1054,0,8.55,19,3,15,False,5,3.460483801076974e-05,False,False,0,SAVINGS,User_4352
ACC004353,84566.99,0.00039445670846967215,6,1017,0,24.66,33,9,45,False,5,0.00011675885774111362,True,False,0,CURRENT,User_4353
ACC004354,42013.21,0.0006333864345480492,0,1045,0,18.21,8,8,32,False,4,0.0001502064483033124,True,False,0,BUSINESS,User_4354
ACC004355,84735.65,0.0001798408198863299,1,1054,0,6.62,3,3,12,False,4,0.00010634259167953292,True,False,0,BUSINESS,User_4355
ACC004356,20919.05,0.0001818454010775271,7,1027,0,8.58,22,3,15,False,5,5.734200350345563e-05,True,False,0,BUSINESS,User_4356
ACC004357,28174.93,0.0002629365118039164,4,992,0,11.17,11,8,16,False,2,0.00013905162700551934,False,False,0,SAVINGS,User_4357
ACC004358,16420.97,0.000638783215484881,8,1028,0,20.8,24,11,33,False,3,0.00023275417399034034,False,False,0,CURRENT,User_4358
ACC004359,64598.93,0.0032797931977047276,8,1028,1,100,47,6,390,True,65,5.6473265072463626e-05,False,True,5,CURRENT,User_4359
ACC004360,63484.92,0.0004164393958648535,6,1017,0,14.68,45,8,24,False,3,0.00013781161385251965,False,False,0,CURRENT,User_4360
ACC004361,48390.46,0.00022954609887053292,6,1017,0,8.15,38,4,16,False,4,0.00012523248158496342,False,False,0,SAVINGS,User_4361
ACC004362,34469.34,0.0003327034585665523,7,1027,0,12.62,30,7,21,False,3,9.135365402237836e-05,False,False,1,BUSINESS,User_4362
ACC004363,2836.16,0.00011943747459172763,9,1048,0,12.6,33,7,21,False,3,8.557020201320126e-05,False,False,0,SAVINGS,User_4363
ACC004364,19236.92,0.000599789728767122,7,1027,0,18.28,46,6,36,False,6,0.00022304693398211598,True,False,0,CURRENT,User_4364
ACC004365,8464.6,0.0011652561139116973,3,990,0,33.76,22,12,60,False,5,0.0001456614733867168,True,False,1,CURRENT,User_4365
ACC004366,53507.62,0.000928001735621585,7,1027,0,36.71,44,8,72,False,9,0.00011537038759390946,False,False,0,SAVINGS,User_4366
ACC004367,76404.27,0.00013810434378882944,9,1048,0,8.1,44,6,12,False,2,8.500312305794891e-05,False,False,0,CURRENT,User_4367
ACC004368,41291.67,0.0006912073514035473,6,1017,0,12.65,14,7,21,False,3,8.405315523176144e-05,False,False,0,SAVINGS,User_4368
ACC004369,81167.85,5.660160712120208e-05,0,1045,0,3.57,40,4,4,False,1,6.811462760347095e-05,True,False,0,CURRENT,User_4369
ACC004370,2044.08,0.00010064656819487204,3,990,0,5.53,5,1,6,False,6,2.4612237580907805e-05,True,False,0,CURRENT,User_4370
ACC004371,46500.03,0.0005743613781766644,2,1008,0,15.7,45,5,30,False,6,0.00014112653516373659,False,False,0,CURRENT,User_4371
ACC004372,80848.35,0.0005222169184357489,8,1028,0,32.63,33,7,63,False,9,7.535624764169902e-05,True,False,1,SAVINGS,User_4372
ACC004373,7519.31,8.984426980410755e-05,7,1027,0,12.55,50,5,25,False,5,4.171903293434874e-05,True,False,1,BUSINESS,User_4373
ACC004374,18674.95,3.1371571629976686e-05,3,990,0,1.55,37,2,2,False,1,4.213173824545588e-05,True,False,0,BUSINESS,User_4374
ACC004375,25505.91,0.00023298536257615986,2,1008,0,12.62,19,5,25,False,5,9.348344599962906e-05,True,False,0,SAVINGS,User_4375
ACC004376,91300.7,0.00032987752074427004,4,992,0,18.12,36,8,32,False,4,8.4743100172583e-05,True,False,0,BUSINESS,User_4376
ACC004377,73617.37,0.0005047662324570729,4,992,0,21.72,35,7,42,False,6,0.00016577538112448996,True,False,0,BUSINESS,User_4377
ACC004378,64815.34,0.00040427731230772485,3,990,0,20.65,33,4,36,False,9,0.00011192736333761122,False,False,0,SAVINGS,User_4378
ACC004379,31681.94,0.0001968923928935596,7,1027,0,6.57,30,4,12,False,3,4.66082351303572e-05,False,False,0,CURRENT,User_4379
ACC004380,50513.88,0.0005603076754850039,9,1048,0,27.67,40,10,50,False,5,0.00011872860788893131,True,False,0,SAVINGS,User_4380
ACC004381,65138.48,0.00013553120136380555,8,1028,0,10.55,4,5,20,False,4,3.400475865474613e-05,True,False,0,SAVINGS,User_4381
ACC004382,50359.7,0.0002497601675434023,1,1054,0,16.66,33,9,27,False,3,0.00013392276037164582,True,False,0,BUSINESS,User_4382
ACC004383,12969.2,0.00022244732687453739,8,1028,0,18.09,5,8,32,False,4,7.007018650481325e-05,True,False,0,BUSINESS,User_4383
ACC004384,76906.09,1.5075677243187783e-05,5,989,0,4.55,15,5,5,False,1,5.0411751546798246e-05,True,False,0,BUSINESS,User_4384
ACC004385,7414.92,0.0008118320154025169,3,990,0,32.21,21,8,64,False,8,0.0001269531809234708,True,False,0,SAVINGS,User_4385
ACC004386,66956.64,3.306072925777213e-05,5,989,0,8.12,22,6,12,False,2,0.00012122192463255802,False,False,0,CURRENT,User_4386
ACC004387,56213.17,0.0013533104611170754,2,1008,0,21.79,50,7,42,False,6,0.0001563289627492167,True,False,0,CURRENT,User_4387
ACC004388,21346.02,0.0005976716514364214,4,992,0,5.13,20,4,8,False,2,7.275598245529044e-05,False,False,0,SAVINGS,User_4388
ACC004389,63365.75,0.0018330820471122377,9,1048,0,32.74,11,7,63,False,9,5.323745366440442e-05,False,False,1,BUSINESS,User_4389
ACC004390,73107.92,3.628411865451537e-05,4,992,0,4.62,26,5,5,False,1,0.00011458634986526937,True,False,0,SAVINGS,User_4390
ACC004391,11578.54,0.0003419946697579402,0,1045,0,10.61,48,5,20,False,4,7.591573098525065e-05,False,False,0,BUSINESS,User_4391
ACC004392,62995.34,0.001794785362375113,5,989,0,32.37,15,8,64,False,8,0.00019457514360328142,False,False,0,BUSINESS,User_4392
ACC004393,79283.16,1.81000088508711e-05,2,1008,0,1.53,45,1,2,False,2,3.039813191476246e-05,False,False,0,CURRENT,User_4393
ACC004394,25050.35,0.0001553341369414195,7,1027,0,10.64,42,5,20,False,4,0.00012496554350518047,False,False,0,CURRENT,User_4394
ACC004395,41921.44,0.0003450375002161279,5,989,0,13.11,41,6,24,False,4,7.846499027990146e-05,True,False,0,BUSINESS,User_4395
ACC004396,80538.19,0.000628662362422338,0,1045,0,25.17,16,8,48,False,6,0.00010930932247160319,True,False,1,CURRENT,User_4396
ACC004397,22576.41,0.00043397797030727734,1,1054,0,18.16,38,6,36,False,6,0.00011466077025795287,True,False,0,SAVINGS,User_4397
ACC004398,38187.65,0.0007352728159611037,0,1045,0,27.66,24,5,50,False,10,8.315695578193166e-05,True,False,0,SAVINGS,User_4398
ACC004399,57392.08,0.0008173741172034289,1,1054,0,13.16,44,6,24,False,4,7.50382048563131e-05,True,False,1,SAVINGS,User_4399
ACC004400,24257.03,0.0011872546779331016,4,992,0,18.75,28,7,35,False,5,0.00012781567913119153,False,False,1,BUSINESS,User_4400
ACC004401,78309.71,0.00016802050000578193,7,1027,0,8.6,37,5,15,False,3,7.883010473700136e-05,False,False,0,BUSINESS,User_4401
ACC004402,76312.18,0.0005908075075271589,4,992,0,21.7,30,6,42,False,7,0.0001404015160242366,False,False,0,SAVINGS,User_4402
ACC004403,21233.77,0.00014390152108765945,7,1027,0,8.59,44,5,15,False,3,7.424057378989457e-05,True,False,0,SAVINGS,User_4403
ACC004404,22290.86,0.002447111721857955,9,1048,0,100,18,5,250,True,50,8.718914233059586e-05,True,True,2,SAVINGS,User_4404
ACC004405,10934.38,0.000262021267351671,2,1008,0,10.58,24,4,20,False,5,5.580082652309233e-05,False,False,0,BUSINESS,User_4405
ACC004406,68789.22,0.0002619405262060277,4,992,0,21.59,7,6,42,False,7,5.972072635423066e-05,True,False,1,CURRENT,User_4406
ACC004407,58141.58,4.450311915835166e-05,0,1045,0,8.1,34,6,12,False,2,9.211781138143852e-05,False,False,0,CURRENT,User_4407
ACC004408,79321.82,0.0003284506086551229,6,1017,0,10.65,8,6,18,False,3,0.00011541176855805304,False,False,0,SAVINGS,User_4408
ACC004409,59688.86,0.00032260750846471004,6,1017,0,13.06,20,4,24,False,6,2.687924333287075e-05,False,False,1,CURRENT,User_4409
ACC004410,22737.45,0.0006002658928244056,2,1008,0,15.73,14,7,28,False,4,0.0001673505575530596,True,False,0,SAVINGS,User_4410
ACC004411,45527.45,0.0003643856701975864,8,1028,0,18.23,48,8,32,False,4,0.00018857669376655666,True,False,0,SAVINGS,User_4411
ACC004412,32946.25,0.0001489586593190081,1,1054,0,8.57,15,5,15,False,3,5.026048936534057e-05,False,False,0,BUSINESS,User_4412
ACC004413,82360.0,0.0002488011132096171,3,990,0,20.64,2,9,36,False,4,0.00011702976390724143,False,False,0,BUSINESS,User_4413
ACC004414,81940.22,0.00021262952591912096,1,1054,0,12.59,15,5,25,False,5,6.564427021637282e-05,False,False,0,CURRENT,User_4414
ACC004415,37323.84,0.0001948047651573818,4,992,0,12.57,4,5,25,False,5,4.950688478628245e-05,False,False,1,BUSINESS,User_4415
ACC004416,7584.66,0.0003730189942555144,9,1048,0,16.68,35,9,27,False,3,0.00014590046819023668,True,False,0,SAVINGS,User_4416
ACC004417,67884.99,0.0,8,1028,0,0.13,18,7,0,False,0,0.0001286696939185538,True,False,0,BUSINESS,User_4417
ACC004418,26496.68,0.0001377022138745315,6,1017,0,10.59,3,5,20,False,4,7.250214646681119e-05,True,False,0,SAVINGS,User_4418
ACC004419,33406.51,0.00035518181786433104,5,989,0,15.7,4,7,28,False,4,0.0001641015973023102,False,False,1,CURRENT,User_4419
ACC004420,69050.33,0.0003952744178306047,8,1028,0,4.59,2,3,9,False,3,4.655946101228697e-05,True,False,0,BUSINESS,User_4420
ACC004421,90378.46,0.0003379654921027342,6,1017,0,21.6,29,7,42,False,6,7.033724138854457e-05,True,False,1,CURRENT,User_4421
ACC004422,50700.15,0.0002548963188728071,9,1048,0,10.58,13,5,20,False,4,5.3411369781027725e-05,False,False,0,CURRENT,User_4422
ACC004423,97521.88,0.000524913166238816,8,1028,0,28.68,23,8,56,False,7,0.00012834062811471265,True,False,0,BUSINESS,User_4423
ACC004424,77942.56,0.0003984305117116613,0,1045,0,20.67,22,9,36,False,4,0.0001288916082793111,False,False,0,BUSINESS,User_4424
ACC004425,35533.64,5.071530400888204e-05,3,990,0,3.52,16,2,6,False,3,1.8568695820700736e-05,True,False,0,SAVINGS,User_4425
ACC004426,56253.14,4.9838201530452665e-05,8,1028,0,4.56,28,3,9,False,3,5.182094104252348e-05,False,False,0,CURRENT,User_4426
ACC004427,26310.34,0.00016725734525392682,9,1048,0,15.58,24,5,30,False,6,6.443152038814141e-05,False,False,1,BUSINESS,User_4427
ACC004428,58443.95,0.00015249612261257505,8,1028,0,8.09,50,6,12,False,2,7.544773401638338e-05,True,False,0,BUSINESS,User_4428
ACC004429,7562.9,0.0002222096139447485,1,1054,0,15.59,10,4,28,False,7,6.881078462958808e-05,False,False,0,CURRENT,User_4429
ACC004430,63472.51,0.00042389274406051783,1,1054,0,21.65,10,7,42,False,6,0.00011072415979551335,False,False,0,CURRENT,User_4430
ACC004431,79373.49,0.001388104723411577,1,1054,0,42.73,2,6,78,False,13,9.498589068660646e-05,True,False,0,CURRENT,User_4431
ACC004432,64130.83,6.880550800920301e-05,5,989,0,7.61,30,8,8,False,1,9.944351975933743e-05,False,False,0,SAVINGS,User_4432
ACC004433,90411.65,0.00017947086593255143,2,1008,0,9.68,46,7,14,False,2,0.0001596667542047651,False,False,2,SAVINGS,User_4433
ACC004434,80675.04,0.00046039099677110026,7,1027,0,21.74,13,7,42,False,6,0.00019189303169048425,False,False,0,BUSINESS,User_4434
ACC004435,44253.94,0.0002930268727992988,1,1054,0,10.58,21,5,20,False,4,4.935077208758198e-05,True,False,0,BUSINESS,User_4435
ACC004436,34120.66,0.0006193051074426597,3,990,0,21.69,14,7,42,False,6,0.00012681959468695974,True,False,0,SAVINGS,User_4436
ACC004437,1134.85,0.00038507299042475374,2,1008,0,12.64,4,7,21,False,3,0.0001004916647968616,False,False,0,SAVINGS,User_4437
ACC004438,48662.11,0.00011516517730850131,0,1045,0,8.12,20,6,12,False,2,0.00010949925424677758,False,False,0,CURRENT,User_4438
ACC004439,92285.02,0.001064237955881984,3,990,1,23.68,33,8,40,False,5,7.428462349067185e-05,True,False,1,BUSINESS,User_4439
ACC004440,72052.22,0.0007058107889444492,5,989,0,12.63,31,5,25,False,5,6.406981930519803e-05,True,False,1,BUSINESS,User_4440
ACC004441,89647.76,5.6073258491547716e-05,7,1027,0,3.53,47,3,6,False,2,2.809820745664369e-05,False,False,0,CURRENT,User_4441
ACC004442,63355.81,4.904063270914901e-05,9,1048,0,5.1,7,4,8,False,2,9.985081940752255e-05,False,False,0,CURRENT,User_4442
ACC004443,82083.43,0.00010584229318776048,0,1045,0,5.07,9,4,8,False,2,5.509304531186351e-05,True,False,0,CURRENT,User_4443
ACC004444,55965.51,0.00029373785484950495,6,1017,0,11.23,46,8,16,False,2,0.00020310612874460917,True,False,0,SAVINGS,User_4444
ACC004445,13870.3,0.00034270742264024803,5,989,0,15.58,47,4,28,False,7,4.962011739284386e-05,True,False,0,SAVINGS,User_4445
ACC004446,83938.79,0.00024113765565839744,3,990,0,15.68,22,11,22,False,2,0.00015979375936646086,False,False,0,CURRENT,User_4446
ACC004447,75019.22,0.0005468419979582199,4,992,0,28.73,1,9,54,False,6,0.000179201169869971,False,False,0,BUSINESS,User_4447
ACC004448,99820.48,0.0001847488095966392,2,1008,0,12.62,38,7,21,False,3,0.00010286928587853675,False,False,0,BUSINESS,User_4448
ACC004449,63848.52,0.0004391914050665072,3,990,0,21.6,21,6,42,False,7,6.079084685509406e-05,True,False,0,SAVINGS,User_4449
ACC004450,32145.86,0.0002910664047775397,5,989,0,6.67,34,5,10,False,2,0.0001426916227759685,False,False,0,SAVINGS,User_4450
ACC004451,12757.27,0.00011124901253216433,5,989,0,8.56,32,5,15,False,3,4.929733404429628e-05,True,False,0,BUSINESS,User_4451
ACC004452,7485.84,0.0009623349383649911,7,1027,0,25.16,34,6,48,False,8,6.578487792659174e-05,True,False,0,SAVINGS,User_4452
ACC004453,17246.9,8.760138899490724e-05,2,1008,0,6.61,16,4,12,False,3,0.00010180567425992901,False,False,0,CURRENT,User_4453
ACC004454,56299.52,0.0009933086064672903,2,1008,0,25.18,13,6,48,False,8,7.625196987941773e-05,True,False,0,BUSINESS,User_4454
ACC004455,60402.9,0.0006277740565741485,5,989,0,25.17,3,6,48,False,8,0.00010273477594807662,False,False,0,SAVINGS,User_4455
ACC004456,38487.54,0.0009505958139966958,6,1017,0,45.69,11,9,90,False,10,9.216271157739164e-05,True,False,0,CURRENT,User_4456
ACC004457,41873.89,0.0017136777313187781,0,1045,0,20.96,9,9,36,False,4,0.00028875688719726936,False,False,0,SAVINGS,User_4457
ACC004458,34405.29,1.58738034858855e-05,8,1028,0,2.52,26,1,3,False,3,1.841081726704882e-05,True,False,0,BUSINESS,User_4458
ACC004459,48754.4,0.0013661971644171782,5,989,0,13.24,35,6,24,False,4,0.00010804504403069555,False,False,0,BUSINESS,User_4459
ACC004460,31821.61,0.0007650228837907409,8,1028,0,21.77,11,8,40,False,5,0.0001898855381086357,True,False,0,SAVINGS,User_4460
ACC004461,47800.33,0.000603781252459085,0,1045,0,25.73,37,11,44,False,4,0.00017415842532627848,True,False,1,SAVINGS,User_4461
ACC004462,3295.62,0.0013879420202681939,6,1017,0,18.28,32,8,32,False,4,0.00014587619996811116,True,False,1,CURRENT,User_4462
ACC004463,57050.8,0.0005146686033512549,8,1028,0,20.64,10,4,36,False,9,8.692873773324803e-05,True,False,0,BUSINESS,User_4463
ACC004464,39038.55,0.0005041270739014401,4,992,0,23.27,1,10,40,False,4,0.00021800237962479876,True,False,0,SAVINGS,User_4464
ACC004465,31928.26,0.00023969443555679664,6,1017,0,8.11,12,4,16,False,4,8.677968524232542e-05,False,False,0,CURRENT,User_4465
ACC004466,47331.88,0.0,4,992,0,0.02,16,0,0,False,5,1.6281158478433663e-05,True,False,0,CURRENT,User_4466
ACC004467,34478.69,0.00010571248923559264,5,989,0,6.58,34,4,12,False,3,6.823518694730838e-05,False,False,0,CURRENT,User_4467
ACC004468,39918.9,0.00013777633743947343,3,990,0,10.59,3,5,20,False,4,7.98034468164477e-05,True,False,0,CURRENT,User_4468
ACC004469,62615.24,0.00022773844625930686,9,1048,0,15.6,7,6,30,False,5,8.152163076930348e-05,False,False,0,SAVINGS,User_4469
ACC004470,12219.71,0.0004199948940054263,6,1017,0,18.64,22,7,35,False,5,9.595314015298567e-05,False,False,0,SAVINGS,User_4470
ACC004471,74927.14,0.005826582954158831,0,1045,1,100,18,9,522,True,58,0.00018551872915367333,False,True,3,CURRENT,User_4471
ACC004472,86550.81,0.00040169902228739154,1,1054,0,8.08,31,4,16,False,4,4.136193077003783e-05,False,False,0,BUSINESS,User_4472
ACC004473,23369.39,7.217719714631102e-05,1,1054,0,3.56,25,3,6,False,2,5.314306162206191e-05,True,False,0,SAVINGS,User_4473
ACC004474,76385.15,6.19972949990551e-05,3,990,0,6.59,37,5,10,False,2,8.743707651935678e-05,True,False,0,BUSINESS,User_4474
ACC004475,86837.52,0.0005220667187649116,4,992,0,21.65,14,5,40,False,8,9.27960586467912e-05,True,False,0,CURRENT,User_4475
ACC004476,99220.24,0.00014054984136721246,2,1008,0,6.56,12,3,12,False,4,4.468404789977703e-05,True,False,0,SAVINGS,User_4476
ACC004477,5679.86,0.000407780176351382,1,1054,0,10.58,6,3,18,False,6,4.331812671933805e-05,False,False,0,CURRENT,User_4477
ACC004478,20428.23,0.0006283443035747102,2,1008,2,42.8,18,12,71,False,6,0.00024108381966603528,True,False,0,SAVINGS,User_4478
ACC004479,43570.56,0.0012014634871310742,5,989,0,21.72,46,7,42,False,6,9.67535923997595e-05,True,False,0,BUSINESS,User_4479
ACC004480,23214.59,0.0007158466018549192,9,1048,1,27.21,44,6,48,False,8,0.00013508212378221667,True,False,2,CURRENT,User_4480
ACC004481,4466.7,0.0005300901220703608,9,1048,0,28.63,11,8,56,False,7,8.079115238016614e-05,False,False,0,SAVINGS,User_4481
ACC004482,43913.03,0.0005395679695471852,0,1045,0,10.65,32,4,20,False,5,9.538100366575214e-05,False,False,0,SAVINGS,User_4482
ACC004483,16845.7,0.006240765164180388,1,1054,0,100,8,9,486,True,54,9.790234438277189e-05,True,True,10,BUSINESS,User_4483
ACC004484,2324.74,0.0005971995543010096,7,1027,0,32.18,34,8,64,False,8,0.00011723115409716937,False,False,0,BUSINESS,User_4484
ACC004485,30536.67,0.00027129373430861276,0,1045,0,9.7,10,7,14,False,2,0.00017220734058120147,True,False,0,BUSINESS,User_4485
ACC004486,33227.11,8.531576607443366e-05,4,992,0,5.59,41,6,6,False,1,8.340638401131276e-05,True,False,0,CURRENT,User_4486
ACC004487,24453.61,0.0013440613039936281,8,1028,0,18.75,32,10,30,False,3,0.00011801010874835746,False,False,0,CURRENT,User_4487
ACC004488,61458.47,0.0013372922365811808,0,1045,0,12.76,34,7,21,False,3,0.00012189444316912197,True,False,0,BUSINESS,User_4488
ACC004489,86382.49,0.00024532888025249595,7,1027,0,18.56,13,5,35,False,7,3.93403372185853e-05,False,False,0,SAVINGS,User_4489
ACC004490,86394.48,0.0017928463885812642,0,1045,0,36.84,10,9,72,False,8,0.00016253866902050118,True,False,0,BUSINESS,User_4490
ACC004491,57152.18,1.7575137544533316e-05,1,1054,0,1.53,27,1,2,False,2,2.3337140501332306e-05,True,False,0,SAVINGS,User_4491
ACC004492,80918.63,0.00028545392376162423,1,1054,0,25.09,1,6,48,False,8,5.9907724454881285e-05,True,False,0,BUSINESS,User_4492
ACC004493,76325.97,0.00012918462285147996,5,989,0,6.56,30,4,12,False,3,4.724316042241503e-05,False,False,0,BUSINESS,User_4493
ACC004494,23671.79,0.00031899358550287806,5,989,0,24.65,6,9,45,False,5,0.00011985940277108,True,False,0,BUSINESS,User_4494
ACC004495,90242.98,0.00045443325328068757,1,1054,0,8.12,39,4,16,False,4,7.599358866906156e-05,False,False,0,SAVINGS,User_4495
ACC004496,31434.38,0.0003525354988181572,6,1017,0,13.15,47,4,24,False,6,0.0001099818873945155,True,False,0,SAVINGS,User_4496
ACC004497,99850.52,0.00015578734167837445,8,1028,0,15.63,34,7,28,False,4,0.00010954098111943015,False,False,0,BUSINESS,User_4497
ACC004498,7814.33,0.0005274185043107032,1,1054,0,21.66,46,8,40,False,5,0.00010327074379216965,False,False,0,CURRENT,User_4498
ACC004499,43145.61,0.003047743046724597,2,1008,0,100,47,6,336,True,56,0.00013912444759566053,False,True,1,CURRENT,User_4499
ACC004500,87716.15,0.00015636347552376288,7,1027,0,6.59,6,3,12,False,4,7.19901644054339e-05,False,False,0,SAVINGS,User_4500
ACC004501,24094.74,0.0001549930711424718,0,1045,0,8.1,26,6,12,False,2,8.475832808807334e-05,True,False,0,CURRENT,User_4501
