accountNumber,balance,betweenness,communityId,communitySize,cycleCount,fraudScore,freq,inDegree,intermediateAccount,is_suspicious,outDegree,pagerank,regularIntervalTransaction,suspicious,triangleCount,type,user,fraud_score
ACC003763,11757.01,4.674559379958013e-05,0,1045,0,3.54,10,3,6,False,2,3.106089519488327e-05,False,False,0,BUSINESS,User_3763,0.16717367924576204
ACC003764,89461.56,0.0003358023488644,7,1027,0,23.14,22,10,40,False,4,0.0001070864924928,False,False,1,SAVINGS,User_3764,0.10100514508616448
ACC003765,86193.13,3.761451382023167e-05,9,1048,0,4.52,17,1,5,False,5,1.8056324605343515e-05,False,False,0,SAVINGS,User_3765,0.17374549271268194
ACC003766,6192.59,0.0005829035312116,4,992,0,25.16,13,8,48,False,6,0.0001028040737251,True,False,0,CURRENT,User_3766,0.0992857532866666
ACC003767,96132.18,0.0002355200533243,4,992,0,10.61,3,4,20,False,5,9.000115968011839e-05,False,False,0,BUSINESS,User_3767,0.07180991131720325
ACC003768,1031.44,9.56259388799868e-05,9,1048,0,8.54,24,3,15,False,5,2.8525994486694128e-05,True,False,0,SAVINGS,User_3768,0.12828960757907062
ACC003769,37970.56,0.000481301957638,1,1054,0,10.74,2,5,20,False,4,0.0001945530348786,True,False,0,CURRENT,User_3769,0.15326578174410438
ACC003770,20853.93,0.0001963230332334,3,990,0,14.21,14,10,20,False,2,0.0001916495538717,False,False,0,CURRENT,User_3770,0.12392926759443554
ACC003771,15992.87,3.022445530176745e-05,1,1054,0,5.64,27,6,6,False,1,0.0001390117235408,False,False,0,SAVINGS,User_3771,0.12701101939769568
ACC003772,9819.44,0.0016673908424545,2,1008,0,41.3,7,8,80,False,10,0.000131943457185,True,False,0,SAVINGS,User_3772,0.24822746792381092
ACC003773,94836.73,0.0006229213260063,7,1027,0,3.63,35,3,6,False,2,7.177530688383317e-05,False,False,0,CURRENT,User_3773,0.0779856176387175
ACC003774,94265.63,0.0002671746247419,2,1008,0,6.63,42,4,12,False,3,0.0001020835332557,True,False,0,BUSINESS,User_3774,0.07552776017335502
ACC003775,25184.88,0.0010358436510716,5,989,0,15.7,2,6,30,False,5,9.51204357631816e-05,True,False,0,SAVINGS,User_3775,0.1228152328694103
ACC003776,96983.63,0.0003763197631583,0,1045,0,21.62,21,7,42,False,6,7.985651318360365e-05,False,False,0,CURRENT,User_3776,0.11348438185296077
ACC003777,78404.31,9.975202210180317e-05,2,1008,0,9.62,39,7,14,False,2,0.0001131879218021,True,False,0,SAVINGS,User_3777,0.0691677989663136
ACC003778,11299.01,0.0004044238805404,6,1017,0,25.08,8,6,48,False,8,3.601582614133517e-05,False,False,1,SAVINGS,User_3778,0.1493626994390038
ACC003779,63908.84,0.0011266011608013,2,1008,0,21.77,38,6,42,False,7,0.0001540900742555,True,False,0,BUSINESS,User_3779,0.11252776601449688
ACC003780,34799.73,0.0002412026807588,5,989,0,8.07,43,4,16,False,4,4.803660903701321e-05,False,False,0,SAVINGS,User_3780,0.04641935850547797
ACC003781,65287.34,5.997714231965743e-05,2,1008,0,5.57,12,6,6,False,1,6.331803980674264e-05,True,False,0,CURRENT,User_3781,0.07980227907769274
ACC003782,54337.21,0.0,5,989,0,0.17,14,6,0,False,0,0.0001698904056223,False,False,0,BUSINESS,User_3782,0.11930751191002607
ACC003783,42973.85,0.0001445581871252,8,1028,0,10.67,35,11,11,False,1,0.0001604998951975,True,False,0,SAVINGS,User_3783,0.11731647566885879
ACC003784,6633.19,0.0014158590399524,4,992,0,100.0,1,3,198,True,66,5.312409212366662e-05,False,True,2,SAVINGS,User_3784,0.7465532709867044
ACC003785,23936.23,0.0002916769334286,4,992,0,10.74,4,6,18,False,3,0.0002137524613549,False,False,0,BUSINESS,User_3785,0.12088521397650405
ACC003786,86393.49,0.0001712615310563,8,1028,0,8.7,33,9,9,False,1,0.0001799704023838,True,False,0,SAVINGS,User_3786,0.11531015893390961
ACC003787,45944.21,0.0006658528614419,9,1048,0,27.68,26,10,50,False,5,0.0001162675167853,True,False,0,SAVINGS,User_3787,0.1196583694879176
ACC003788,56527.33,0.0001817073285509,1,1054,0,13.06,44,4,24,False,6,4.06852444045056e-05,True,False,0,SAVINGS,User_3788,0.09366588980181521
ACC003789,37864.06,0.0011039589108927,8,1028,1,20.18,36,8,32,False,4,7.234165432635252e-05,True,False,1,CURRENT,User_3789,0.27272890633129726
ACC003790,62531.65,0.0002114681896689,8,1028,0,14.73,39,8,24,False,3,0.0002057624172787,False,False,0,BUSINESS,User_3790,0.07273234672533367
ACC003791,93954.94,0.000266184287441,6,1017,0,15.62,4,7,28,False,4,9.67477729050589e-05,False,False,0,SAVINGS,User_3791,0.05321734126884138
ACC003792,42776.61,6.278889963759108e-05,1,1054,0,6.54,35,4,12,False,3,3.221859814131873e-05,False,False,0,CURRENT,User_3792,0.07472850657747865
ACC003793,43280.0,0.0,7,1027,0,0.03,34,3,0,False,0,3.127257842681014e-05,True,False,0,SAVINGS,User_3793,0.11413044014470022
ACC003794,68039.09,9.869283037051784e-05,1,1054,0,8.08,21,6,12,False,2,7.390814086391684e-05,False,False,0,BUSINESS,User_3794,0.0650046003924754
ACC003795,24778.59,0.0004853428264387,3,990,0,15.71,19,7,28,False,4,0.0001602060464389,True,False,0,SAVINGS,User_3795,0.04845010124245103
ACC003796,5362.57,0.0004892825383465,2,1008,0,18.18,14,8,32,False,4,0.0001293328133139,True,False,0,BUSINESS,User_3796,0.0822419771279185
ACC003797,54116.76,0.0009551485190865,2,1008,0,12.72,19,5,25,False,5,0.0001240462987713,False,False,1,SAVINGS,User_3797,0.10225517419171291
ACC003798,25237.59,0.0002820053094263,6,1017,0,18.1,24,8,32,False,4,7.271588499613213e-05,True,False,0,BUSINESS,User_3798,0.029895959251459932
ACC003799,49808.73,8.451641673640109e-05,9,1048,0,9.61,8,10,10,False,1,9.686805888076084e-05,True,False,0,SAVINGS,User_3799,0.13326862286222324
ACC003800,86033.03,6.156691171555551e-05,5,989,0,3.54,33,1,4,False,4,3.421098361518384e-05,False,False,0,SAVINGS,User_3800,0.12765503890292
ACC003801,81503.9,0.000223865511552,6,1017,0,14.7,21,8,24,False,3,0.0001756810594526,True,False,0,SAVINGS,User_3801,0.05918184324917224
ACC003802,79752.59,0.0004388704516989,3,990,0,10.74,22,6,18,False,3,0.0001945530028966,True,False,0,CURRENT,User_3802,0.07745266417679707
ACC003803,49843.74,7.616294165981243e-05,3,990,0,9.63,2,7,14,False,2,0.0001230845186715,True,False,0,SAVINGS,User_3803,0.07867863417552436
ACC003804,35237.42,6.853231544983836e-05,4,992,0,8.04,11,2,12,False,6,2.88804754826458e-05,True,False,0,BUSINESS,User_3804,0.09779014561911883
ACC003805,99536.15,0.0003287652051359,5,989,1,14.68,26,7,21,False,3,0.0001432041928008,False,False,1,SAVINGS,User_3805,0.2589894702601545
ACC003806,86599.37,0.0005527530579355,6,1017,0,10.6,26,3,18,False,6,4.792777009352111e-05,False,False,0,SAVINGS,User_3806,0.052497152518496445
ACC003807,58912.19,0.0002573165981537,6,1017,0,6.59,18,3,12,False,4,6.76350736592902e-05,True,False,0,SAVINGS,User_3807,0.021480035536678693
ACC003808,53940.75,0.0001685771900875,5,989,0,6.57,1,3,12,False,4,5.728777309333757e-05,True,False,0,BUSINESS,User_3808,0.07412271923490056
ACC003809,40552.19,0.0005351352066557,7,1027,0,18.22,17,6,36,False,6,0.000169785075321,True,False,0,CURRENT,User_3809,0.05447981417823521
ACC003810,98019.95,0.0003357124576472,5,989,0,15.57,32,6,30,False,5,3.220338245564848e-05,True,False,0,CURRENT,User_3810,0.0804571631926972
ACC003811,76822.43,0.0020723695831022,5,989,1,34.38,45,10,60,False,6,0.0001741969136329,False,False,2,SAVINGS,User_3811,0.45242233933898923
ACC003812,79902.56,9.308310818841275e-05,9,1048,0,10.59,36,6,18,False,3,8.391141148031799e-05,True,False,0,BUSINESS,User_3812,0.06518850739811166
ACC003813,30148.49,0.000239732106849,8,1028,0,10.57,44,5,20,False,4,4.807093419479817e-05,False,False,0,BUSINESS,User_3813,0.04201258174568596
ACC003814,34343.79,0.0001059812562292,5,989,0,5.04,4,4,8,False,2,3.175227489091319e-05,False,False,0,SAVINGS,User_3814,0.08347830965346066
ACC003815,54157.77,0.0004203537977315,0,1045,0,15.62,6,4,28,False,7,8.280432141549791e-05,True,False,0,CURRENT,User_3815,0.08638756103062999
ACC003816,40884.46,0.0002177242621311,0,1045,0,15.59,6,4,28,False,7,6.59364624968214e-05,True,False,0,SAVINGS,User_3816,0.09032305864668144
ACC003817,61248.28,5.210778389710441e-05,7,1027,0,3.56,37,3,6,False,2,4.991825739572242e-05,True,False,0,SAVINGS,User_3817,0.056928235364041804
ACC003818,73359.98,4.172435580060737e-05,0,1045,0,10.67,25,11,11,False,1,0.0001698612179035,False,False,1,SAVINGS,User_3818,0.2542946766120166
ACC003819,34576.97,0.0003182475893174,6,1017,0,18.12,25,6,36,False,6,9.254399676022396e-05,True,False,0,BUSINESS,User_3819,0.017642505521008194
ACC003820,40311.0,0.0002864971243249,9,1048,0,28.18,24,12,48,False,4,0.0001519421595896,True,False,1,BUSINESS,User_3820,0.20583086561346858
ACC003821,73830.12,0.0,0,1045,0,0.03,49,2,0,False,0,3.405582664434097e-05,False,False,0,BUSINESS,User_3821,0.233039783372458
ACC003822,47467.65,0.000148553650866,1,1054,0,10.62,43,6,18,False,3,0.0001041577153816,False,False,0,CURRENT,User_3822,0.06169181802338051
ACC003823,95468.74,0.0011529809327058,2,1008,0,18.26,6,6,36,False,6,0.0001447252401265,True,False,0,SAVINGS,User_3823,0.1513826104481014
ACC003824,13041.36,0.0006254000569707,8,1028,0,12.6,14,3,21,False,7,3.463331399732432e-05,False,False,0,SAVINGS,User_3824,0.10510290084124992
ACC003825,35081.78,0.000301044621577,0,1045,0,12.6,1,5,25,False,5,6.725554066499385e-05,False,False,0,SAVINGS,User_3825,0.09939747337237712
ACC003826,71004.67,0.000170987515543,1,1054,0,5.08,33,2,8,False,4,5.792938258338393e-05,False,False,0,BUSINESS,User_3826,0.08469049979433728
ACC003827,84156.76,0.0005004359783224,5,989,0,28.62,12,8,56,False,7,6.645438371432454e-05,False,False,0,BUSINESS,User_3827,0.09455313569651175
ACC003828,68606.26,0.0002024459291885,7,1027,0,12.6,18,5,25,False,5,7.49367278958821e-05,True,False,0,CURRENT,User_3828,0.009531153053679355
ACC003829,95765.82,0.0004577096744897,4,992,0,20.68,30,9,36,False,4,0.0001293122578145,False,False,0,BUSINESS,User_3829,0.07043018858793952
ACC003830,23799.28,0.0001302872490992,3,990,0,9.59,25,7,14,False,2,7.77486630614414e-05,False,False,0,SAVINGS,User_3830,0.046938058805045625
ACC003831,7012.7,0.0002620195379525,1,1054,0,13.11,44,6,24,False,4,8.62900063074837e-05,False,False,0,BUSINESS,User_3831,0.09831924207430547
ACC003832,22745.15,0.0001881414017981,8,1028,0,8.56,3,5,15,False,3,4.246517567879192e-05,True,False,0,CURRENT,User_3832,0.06699843245657844
ACC003833,79351.35,0.0001617041264932,3,990,0,10.57,30,5,20,False,4,5.8429614772127566e-05,False,False,0,BUSINESS,User_3833,0.025210523276845344
ACC003834,95415.11,0.000168119884444,6,1017,0,10.58,43,4,20,False,5,5.830179057628908e-05,True,False,0,SAVINGS,User_3834,0.06312137391101821
ACC003835,25396.18,0.0006970645934928,1,1054,0,24.62,41,7,49,False,7,5.037820226674323e-05,True,False,0,BUSINESS,User_3835,0.13900958838548036
ACC003836,33689.48,0.0003060312549012,8,1028,0,24.62,13,9,45,False,5,8.919426834210785e-05,False,False,1,SAVINGS,User_3836,0.08706271274868906
ACC003837,15818.06,0.0001718059091455,9,1048,0,12.61,16,7,21,False,3,9.501305055802164e-05,False,False,0,SAVINGS,User_3837,0.06544393743313719
ACC003838,31914.6,0.0001151549535283,3,990,0,10.55,3,6,18,False,3,3.511973370822192e-05,False,False,0,SAVINGS,User_3838,0.07566401097030162
ACC003839,62160.26,6.365456927069186e-05,1,1054,0,4.6,16,5,5,False,1,9.55625959403188e-05,False,False,0,SAVINGS,User_3839,0.08607255173531927
ACC003840,29259.42,0.0007064441058337,0,1045,0,15.7,22,7,28,False,4,0.0001274342061647,False,False,0,SAVINGS,User_3840,0.09067395345534235
ACC003841,76315.58,0.0002248774994086,4,992,0,8.18,15,6,12,False,2,0.0001563419873182,True,False,0,BUSINESS,User_3841,0.05935182073996784
ACC003842,20399.62,0.0001503653476246,8,1028,0,10.58,3,5,20,False,4,6.440437598810036e-05,False,False,0,BUSINESS,User_3842,0.05382558051642801
ACC003843,59168.76,8.27530750115616e-05,5,989,0,8.69,48,9,9,False,1,0.0001832303675549,False,False,0,CURRENT,User_3843,0.15940567867528774
ACC003844,49655.0,6.070383947784392e-05,9,1048,0,6.56,11,5,10,False,2,5.234613264491766e-05,False,False,0,SAVINGS,User_3844,0.07701187340155698
ACC003845,5937.75,6.62822372310709e-05,8,1028,0,5.06,3,4,8,False,2,5.6289001494205885e-05,False,False,0,BUSINESS,User_3845,0.09349512572594854
ACC003846,66709.91,5.640365998461572e-05,2,1008,0,6.57,43,5,10,False,2,6.174201913983697e-05,True,False,0,SAVINGS,User_3846,0.06397129680776252
ACC003847,67075.32,0.0001020384277387,9,1048,0,5.06,16,2,8,False,4,5.180828845176674e-05,True,False,0,SAVINGS,User_3847,0.09094563453109647
ACC003848,20009.88,0.0004074437364984,9,1048,0,8.68,43,5,15,False,3,0.0001441488331817,True,False,0,BUSINESS,User_3848,0.09013805949684921
ACC003849,7696.44,0.0002617060095983,6,1017,0,12.66,10,7,21,False,3,0.0001307874283882,True,False,0,SAVINGS,User_3849,0.06596605847714505
ACC003850,18332.99,0.0004447040579915,4,992,0,18.13,31,6,36,False,6,8.448109650085686e-05,False,False,0,CURRENT,User_3850,0.037051076416418305
ACC003851,98811.05,0.0003281607629619,2,1008,0,10.71,35,6,18,False,3,0.0001813402117936,False,False,0,CURRENT,User_3851,0.10375386096137393
ACC003852,31395.71,0.003654529739352,5,989,0,100.0,29,9,531,True,59,0.0001504173069893,True,True,2,SAVINGS,User_3852,0.8385675163360471
ACC003853,61634.57,0.0003205139073561,6,1017,0,20.72,46,11,33,False,3,0.0001890434403441,False,False,0,BUSINESS,User_3853,0.12256116914597612
ACC003854,34966.47,0.0009608834190387,2,1008,0,6.7,48,4,12,False,3,0.0001067125774527,False,False,0,SAVINGS,User_3854,0.11619565297957517
ACC003855,54769.86,0.0002722750914971,4,992,0,12.6,14,5,25,False,5,7.440952849271966e-05,True,False,0,CURRENT,User_3855,0.023922164590562647
ACC003856,63415.28,3.150306271063415e-05,5,989,0,3.54,37,3,6,False,2,3.6596141747272584e-05,False,False,0,CURRENT,User_3856,0.07133023135426896
ACC003857,1469.77,0.0003875571839883,0,1045,0,13.24,49,6,24,False,4,0.0001969077800908,False,False,0,BUSINESS,User_3857,0.19041064984589295
ACC003858,71939.85,0.0017378571815947,8,1028,0,72.39,18,14,140,False,10,0.0002163134947539,True,False,0,BUSINESS,User_3858,0.3817994046217479
ACC003859,46314.78,0.0005084272574843,8,1028,0,14.68,44,8,24,False,3,0.0001341106955841,False,False,0,CURRENT,User_3859,0.047692478958907936
ACC003860,66860.83,0.0012313838422985,9,1048,0,20.74,17,9,36,False,4,0.0001215129511065,True,False,1,BUSINESS,User_3860,0.19066113063165815
ACC003861,33264.08,0.0003138337221243,6,1017,0,5.08,33,4,8,False,2,4.681841296309993e-05,True,False,0,CURRENT,User_3861,0.04706656419567238
ACC003862,31317.85,0.0001805688495831,2,1008,0,10.59,46,5,20,False,4,7.45163301524614e-05,False,False,0,CURRENT,User_3862,0.054389177756229076
ACC003863,89053.01,0.0002120976509179,0,1045,0,10.62,26,4,20,False,5,9.474064976617532e-05,False,False,0,CURRENT,User_3863,0.07538810060288867
ACC003864,41715.42,0.0002154883066356,2,1008,0,8.62,46,5,15,False,3,0.0001026228030545,True,False,0,BUSINESS,User_3864,0.05419188657790468
ACC003865,6230.46,0.0003184939884643,1,1054,0,18.18,32,8,32,False,4,0.000151761356633,False,False,0,CURRENT,User_3865,0.10510441240525475
ACC003866,62826.24,0.0001942073502458,3,990,0,18.07,38,6,36,False,6,5.243396630836449e-05,True,False,0,BUSINESS,User_3866,0.048790470794553724
ACC003867,87946.39,0.0001580861200043,7,1027,0,7.64,5,8,8,False,1,0.0001239747984143,False,False,1,BUSINESS,User_3867,0.1324463478673162
ACC003868,45103.36,0.0002065880093973,0,1045,0,18.58,7,7,35,False,5,6.051807666891196e-05,True,False,0,CURRENT,User_3868,0.09364816195757165
ACC003869,69219.4,0.0039100984111626,6,1017,0,100.0,32,4,280,True,70,8.612265049138367e-05,True,True,4,CURRENT,User_3869,0.8079368788649532
ACC003870,40849.98,0.0001989283972471,2,1008,0,6.59,25,4,12,False,3,6.665149720758966e-05,True,False,0,CURRENT,User_3870,0.029214264801083033
ACC003871,68591.56,0.0002190296252207,5,989,0,8.12,26,6,12,False,2,9.392172200025256e-05,False,False,0,BUSINESS,User_3871,0.019744512615474198
ACC003872,24147.89,0.0002787887571168,4,992,0,13.11,29,6,24,False,4,8.09842242790173e-05,True,False,0,CURRENT,User_3872,0.021469153742903282
ACC003873,75210.15,0.0003892666463365,0,1045,0,8.2,2,4,16,False,4,0.0001609102148164,True,False,0,CURRENT,User_3873,0.13036292096119406
ACC003874,97532.9,0.0002942193256652,8,1028,0,12.65,8,7,21,False,3,0.0001203271852143,False,False,0,CURRENT,User_3874,0.060707608909516673
ACC003875,58125.55,0.0009243809227557,3,990,0,21.66,16,7,42,False,6,6.865577235661719e-05,True,False,0,CURRENT,User_3875,0.08296399708919525
ACC003876,65785.82,0.0001456001558803,5,989,0,8.09,34,6,12,False,2,7.912137893100297e-05,True,False,0,CURRENT,User_3876,0.0354376512932049
ACC003877,80438.45,0.0001035817890546,4,992,0,5.1,40,4,8,False,2,8.734829959656533e-05,True,False,0,BUSINESS,User_3877,0.06037425253128838
ACC003878,90784.15,0.000159033396084,4,992,0,6.6,40,5,10,False,2,8.394579723698937e-05,False,False,0,BUSINESS,User_3878,0.049049585706388496
ACC003879,57464.94,0.000174046015833,7,1027,0,8.69,1,9,9,False,1,0.0001725980932114,True,False,0,SAVINGS,User_3879,0.12499985213737734
ACC003880,9401.39,0.0001654179099883,9,1048,0,7.66,42,8,8,False,1,0.0001479455407458,True,False,0,BUSINESS,User_3880,0.13663257334336404
ACC003881,73917.26,0.0002841958250963,5,989,0,10.58,33,5,20,False,4,4.88357114757068e-05,False,False,0,SAVINGS,User_3881,0.0317544749885913
ACC003882,92642.95,0.0003197937026149,4,992,0,15.61,9,5,30,False,6,8.278322492554031e-05,False,False,0,SAVINGS,User_3882,0.054437164890006086
ACC003883,22139.92,0.0002949694101287,2,1008,1,11.68,25,10,10,False,1,0.00015052228968,False,False,1,BUSINESS,User_3883,0.3228859951094623
ACC003884,51361.79,5.930593067199637e-05,1,1054,0,5.03,46,2,8,False,4,1.929728832457903e-05,True,False,0,BUSINESS,User_3884,0.15463070760119538
ACC003885,1588.28,0.0005221161590743,2,1008,2,22.1,8,7,34,False,5,4.751454743551664e-05,False,False,0,BUSINESS,User_3885,0.3375378277483395
ACC003886,72536.13,0.0002155154488741,6,1017,0,6.64,3,4,12,False,3,0.000120027565945,False,False,0,CURRENT,User_3886,0.045573582495205975
ACC003887,48086.97,0.0005772059523822,4,992,0,15.65,3,5,30,False,6,9.379724243590192e-05,True,False,0,CURRENT,User_3887,0.06415832863786705
ACC003888,81502.28,0.0014036447625682,6,1017,0,18.75,25,5,35,False,7,0.0001112962795643,True,False,0,BUSINESS,User_3888,0.10275076868167937
ACC003889,86393.14,0.0002596166979883,0,1045,0,10.58,45,4,20,False,5,5.6736026039515074e-05,False,False,0,SAVINGS,User_3889,0.10971528079523095
ACC003890,37625.93,0.0003164710542199,0,1045,0,13.1,16,6,24,False,4,7.29531275154018e-05,False,False,0,SAVINGS,User_3890,0.05614196421946832
ACC003891,64614.68,9.493660207470578e-05,1,1054,0,5.53,24,1,6,False,6,1.8149938692174817e-05,True,False,0,CURRENT,User_3891,0.15965965553653982
ACC003892,54594.1,0.0003424728203122,1,1054,0,18.61,34,7,35,False,5,7.240112308864933e-05,False,False,0,SAVINGS,User_3892,0.06542879403254633
ACC003893,20372.89,0.0002081775318426,6,1017,0,10.56,37,5,20,False,4,4.357604511678117e-05,False,False,0,SAVINGS,User_3893,0.033041629451239896
ACC003894,81134.81,0.0002283276697431,9,1048,0,13.16,31,6,24,False,4,0.0001365425614349,True,False,0,BUSINESS,User_3894,0.06803748087544587
ACC003895,1345.4,0.0001096289731049,2,1008,0,3.58,14,3,6,False,2,6.505200588266366e-05,True,False,0,CURRENT,User_3895,0.10635815003543948
ACC003896,42123.64,0.0001176511199864,2,1008,0,8.06,6,4,16,False,4,4.4892917590049214e-05,False,False,0,BUSINESS,User_3896,0.053072998303920545
ACC003897,47169.49,0.00053764054738,4,992,0,18.14,43,6,36,False,6,8.806521586787905e-05,True,False,0,SAVINGS,User_3897,0.04503315688650125
ACC003898,45559.63,0.0003001138727734,5,989,0,10.65,20,5,20,False,4,0.0001200014976924,True,False,0,BUSINESS,User_3898,0.01735158300014701
ACC003899,28124.46,0.0004787234474421,0,1045,0,15.68,35,6,30,False,5,0.0001363247813683,True,False,0,CURRENT,User_3899,0.07869009660509761
ACC003900,65311.25,0.0003059897184717,0,1045,0,21.62,1,8,40,False,5,8.8281749580112e-05,False,False,0,CURRENT,User_3900,0.1275259536758318
ACC003901,49524.85,0.0001683425758116,5,989,0,10.59,12,5,20,False,4,7.141190995762993e-05,True,False,0,CURRENT,User_3901,0.026433890000206278
ACC003902,34518.25,0.0003179673829007,1,1054,0,20.58,31,4,36,False,9,5.152912786408587e-05,False,False,0,BUSINESS,User_3902,0.09419489943311446
ACC003903,82443.54,0.0005472211735197,0,1045,0,25.19,10,8,48,False,6,0.000136272973083,False,False,1,BUSINESS,User_3903,0.17932956157867527
ACC003904,25595.04,0.0002172733563988,4,992,0,10.59,32,6,18,False,3,6.836226261351056e-05,True,False,0,CURRENT,User_3904,0.029801475495611
ACC003905,59416.0,0.000387191707746,1,1054,0,28.61,13,7,56,False,8,6.932671032923884e-05,False,False,1,SAVINGS,User_3905,0.17571018485370116
ACC003906,45067.32,0.0010281155393534,3,990,0,13.21,9,6,24,False,4,0.0001035043700063,False,False,0,CURRENT,User_3906,0.07494931620286985
ACC003907,45395.51,0.0003177732108492,7,1027,0,15.62,2,6,30,False,5,8.40123669663118e-05,False,False,0,BUSINESS,User_3907,0.03635198216334318
ACC003908,44213.77,0.0,7,1027,0,0.08,31,5,0,False,0,7.934856315646044e-05,False,False,0,BUSINESS,User_3908,0.06235754552192011
ACC003909,7978.39,0.0009115928879072,0,1045,0,8.69,8,5,15,False,3,9.996453838901532e-05,False,False,0,SAVINGS,User_3909,0.1606169149941782
ACC003910,81834.62,0.000916788380239,2,1008,0,25.33,21,8,48,False,6,0.0002431953237197,True,False,0,BUSINESS,User_3910,0.17004987537650967
ACC003911,19776.93,0.000316567752127,8,1028,0,18.07,10,4,32,False,8,3.663276106873075e-05,False,False,0,SAVINGS,User_3911,0.08624979708578624
ACC003912,64958.63,0.0002410259114437,2,1008,0,6.62,1,4,12,False,3,9.272022016702504e-05,False,False,0,CURRENT,User_3912,0.0647737410987308
ACC003913,54780.12,0.0003723909083925,8,1028,0,20.63,5,11,33,False,3,9.204597998968467e-05,False,False,0,SAVINGS,User_3913,0.08990386211851274
ACC003914,42250.28,0.0002159039353601,6,1017,0,6.57,20,3,12,False,4,4.981345158762272e-05,False,False,0,SAVINGS,User_3914,0.014580243192861855
ACC003915,42814.2,0.0003659402634672,1,1054,0,18.71,7,7,35,False,5,0.0001690301693104,False,False,0,BUSINESS,User_3915,0.11220772899999448
ACC003916,69182.92,3.9923077539788145e-05,9,1048,0,2.04,9,2,4,False,2,3.8146750829760674e-05,True,False,0,CURRENT,User_3916,0.13547569097471399
ACC003917,1257.23,0.0002316872055347,5,989,0,7.71,13,8,8,False,1,0.0001904551395043,False,False,0,CURRENT,User_3917,0.1506911144597207
ACC003918,70287.42,8.521573174536992e-05,1,1054,0,8.06,31,6,12,False,2,5.376957217619843e-05,False,False,0,BUSINESS,User_3918,0.069721784217307
ACC003919,21009.81,0.0002846515093061,1,1054,0,10.61,30,5,20,False,4,8.273053954019028e-05,False,False,0,SAVINGS,User_3919,0.061389146794744685
ACC003920,6351.53,0.0019492316781025,8,1028,0,32.37,18,10,60,False,6,0.0001742375145504,False,False,2,SAVINGS,User_3920,0.3447265953834611
ACC003921,93876.77,0.001300167981646,7,1027,0,24.77,32,7,49,False,7,0.0001356028884937,True,False,0,SAVINGS,User_3921,0.14099597554825577
ACC003922,3279.42,0.0002126522768652,3,990,0,5.64,28,6,6,False,1,0.0001176089094349,True,False,0,BUSINESS,User_3922,0.08429108254374666
ACC003923,74237.43,0.000127303635898,1,1054,0,8.04,4,4,16,False,4,2.6732854152255795e-05,True,False,0,BUSINESS,User_3923,0.11431621656426931
ACC003924,73192.76,0.0001760289114422,4,992,0,6.56,1,3,12,False,4,4.1763268021225615e-05,False,False,0,SAVINGS,User_3924,0.07057887722340402
ACC003925,53719.17,0.0001389731664447,0,1045,0,6.58,20,4,12,False,3,6.685362961054502e-05,True,False,0,CURRENT,User_3925,0.05205992464813935
ACC003926,79458.2,0.0002391521262162,8,1028,0,24.66,36,9,45,False,5,0.0001394937154561,False,False,0,BUSINESS,User_3926,0.06988006934041106
ACC003927,6025.88,6.536582967248263e-05,2,1008,0,6.55,38,4,12,False,3,4.821090766083613e-05,True,False,0,BUSINESS,User_3927,0.07847993776993699
ACC003928,19382.37,0.0003315291674488,1,1054,0,12.61,4,5,25,False,5,7.991579570668398e-05,True,False,0,BUSINESS,User_3928,0.09038461638531793
ACC003929,8083.58,7.88010353117648e-05,6,1017,0,8.55,12,5,15,False,3,4.3955647080316374e-05,False,False,0,CURRENT,User_3929,0.05872657331457559
ACC003930,40960.08,0.0001387413943509,8,1028,0,10.55,13,5,20,False,4,3.667303749305445e-05,True,False,0,CURRENT,User_3930,0.04055909539243669
ACC003931,63044.51,0.00035142711301,5,989,0,13.1,11,6,24,False,4,6.858899436351071e-05,True,False,0,SAVINGS,User_3931,0.03642776975937221
ACC003932,28589.37,0.0039488443218109,7,1027,1,100.0,10,4,276,True,69,5.631835501090082e-05,False,True,7,BUSINESS,User_3932,1.0
ACC003933,87245.23,0.0001125424811927,4,992,0,8.08,18,4,16,False,4,6.909391497228123e-05,True,False,0,BUSINESS,User_3933,0.038481408975635206
ACC003934,3083.48,0.0001511828545381,2,1008,0,8.09,30,6,12,False,2,7.192134407595885e-05,False,False,0,BUSINESS,User_3934,0.07463897998773471
ACC003935,31877.7,9.095809269684536e-05,9,1048,0,8.54,8,3,15,False,5,3.564963289238042e-05,False,False,0,SAVINGS,User_3935,0.11460052986828892
ACC003936,64129.84,0.000776853106399,3,990,0,36.68,2,8,72,False,9,9.972836571695436e-05,False,False,0,SAVINGS,User_3936,0.16162447671602256
ACC003937,95018.72,0.0001300082985935,4,992,0,8.17,30,6,12,False,2,0.0001560187252478,False,False,0,CURRENT,User_3937,0.07622386403866097
ACC003938,35329.48,0.0001252940811738,1,1054,0,10.56,43,4,20,False,5,4.948306736158349e-05,False,False,0,BUSINESS,User_3938,0.08091445355481629
ACC003939,52869.4,0.000369309392012,6,1017,0,18.18,14,8,32,False,4,0.00014762716615,True,False,0,CURRENT,User_3939,0.03173685462156018
ACC003940,89340.05,9.279353183116842e-05,5,989,0,4.54,20,3,9,False,3,2.9535642948738498e-05,True,False,0,BUSINESS,User_3940,0.0669725903082381
